answer,question
"Windows Authentication is
not
supported for logging into the TotalAgility OPMT Designer or Workspace, so r
unning the AD sync process in an OPMT environment is not supported either. As stated in the
Documentation
, the Integration Server does not support the Active Directory Synchronization process. From the perspective of running this on a tenant server, it would not be possible, as tenants do not have access to the hosts AD server.
Instead, the resources are presented with a manual logon form that requires their username and password.
However, users can configure Federated Security in TotalAgility OPMT. More information on Federated Security, including how the resources are created, is available here:
Federated security
That means in OPMT / TotalAgility Cloud, users can use the AD Sync process to create users. But to log on, they cannot use AD SSO. If they use Federated Security to log on, they can use the AD Sync-generated users when they match users against their email address.
This option might be preferable if they have groups configured in AD that they want to use instead of setting up custom claim rules.
Please note that t
his is not a common approach, normally custom claim rules should be used.",Is AD Sync supported in OPMT installation?
"Tungsten Automation is committed to ensuring that our products work with the listed MFP models and addressing issues that arise when operating Tungsten Automation-branded clients deployed on these devices. We do not support the use of our product with software versions and MFP model combinations that are not listed here. We also do not support MFP models that are no longer supported by the 3rd-party vendor, or for which the end-of-support date has been indicated in the matrix.
Please refer to our
MFP/Network Scanner Support Policy
for a description of MFP/Network Scanner devices that work with relevant Tungsten Automation products and policy on their related Support timelines.
This latest copy of the MFP Support Matrix was updated on
May 26, 2026
.
MFP_Support_Matrix.xlsx
Change Log
May 26, 2026 -Added additional Canon and Kyocera models and TotalAgility 2026.2
Nov 28, 2025 - Added TFOS 4.3.0.16 to Ricoh G3 models
Sept 23, 2025 Added additional Ricoh models and TotalAgility 2025.2
Aug 11, 2025 - Added additional Kyocera models
Nov 7, 2024 Added Tungsten TotalAgility 8.1 and latest Lexmark and Xerox models
July 18, 2024 Added additional models from Lexmark
Feb 23, 2024 - Added TotalAgility 8.0.0 and latest Kyocera and Lexmark models
Feb 5, 2024 - Added KFS support for latest Ricoh models
January 26, 2024 - Updated sheet headings
Jan 3, 2024 - Added latest Ricoh models
Dec 7, 2023 Added additional product versions for latest HP models
Nov 22, 2023 - Added latest HP models
July 26, 2023 - Added latest Canon, HP and Xerox models
May 2, 2023 - Added latest HP models
Dec 15, 2022 - Added TotalAgility 7.11.0 and latest Canon, Lexmark and HP models
July 15, 2022 Added Lexmark models
March 10, 2022 Added TotalAgility 7.10.0 and latest Canon models
January 10, 2022 Added HP LaserJet Enterprise Color Flow M578 device
September 23, 2021 - Added Kyocera ECOSYS M3860idn device
May 5, 2021 Added TotalAgility 7.9.0
Mar 2, 2021 Added Canon DX C58xx devices
Jan 18, 2021 Added TotalAgility 7.8.0 and latest Canon models
Oct 12, 2020 - Added Canon DX series devices
Aug 8, 2020 - Added Konica Minolta bizhub C450i / C550i / C650i devices",MFP Support Matrix (20494)
"Open
File Explorer
and navigate to
[drive]:\Program Files\Tungsten\TotalAgility\CoreWorkerService
.
Create a
backup folder
and back up a copy of
Agility.Server.StreamingService.exe.config
.
Open the original
Agility.Server.StreamingService.exe.config
file using
Notepad
(or an equivalent text editor).
Search for the keyword
CoreServicesLocation
(without quotation marks).
You should see the word
TotalAgility
in the
CoreServicesLocation
Remove ""TotalAgility/"" and save the file
Restart the Streaming services.
Solution
This is addressed in
TA 2026.1.3 and higher.",TA 2026.1/2026.1.1 - Incorrect CoreServicesLocation value in 2026.1 Integration server pointing at a SaaS tenant
"Issue:
Does TotalAgility provide a method to read the PDF document properties for PDF files in a process?
Solution:
TotalAgility currently not a method to read the PDF document properties for PDF files in a process.
The following Enhancement Request 1962592 has been submitted for consideration in a future release.
Enhancement Request 1962592: Add method to read the PDF document properties for PDF files in a process",Does TotalAgility provide a method to read the PDF document properties for PDF files in a process?
"Issue:
Is it possible for TotalAgility Cloud customers to hae direct access to their TotalAgility logs?
Solution:
TotalAggility Cloud customers having direct access to their KTA error logs would not be possible so Tungsten Automation Technical Support would need to be contacted to request the TotalAgility logs.
Please check the following note from KB article #31
TotalAgility Software as a Service - Cloud Deployment
Only the Kofax Cloud Services team have access to the underlying servers.",Is it possible for TotalAgility Cloud customers to hae direct access to their TotalAgility logs?
"Issue:
Is there a way to create separate jobs in the process after documents are classified so there is a job for each document?
Solution:
Yes, you can use the
JobIdentity CreateJobWithDocuments
API to create new jobs after the user splits documents in the Validation or Document Review activity.",Is there a way to create separate jobs in the process after documents are classified so there is a job for each document?
"If data was successfully deleted, why are SQL Server data files taking the same amount of space on disk?
SQL Server does not shrink database files automatically when you've freed up space within them, because the logical assumption is that if you've used that space once, you'll use it again. Autogrow [increasing the size of the files on disk] can be an expensive event and unnecessary if you've only freed up space temporarily -
sql server - Disk space full but logical space available in database - Database Administrators Stack Exchange
If the files on disk stay the same size, how can I see how much space is actually used by data?
Microsoft discusses various methods here:
Display data & log space info for a database - SQL Server | Microsoft Learn
Additionally, this query shows the information in a clear way:
https://dba.stackexchange.com/a/343329/29254
Why do DBAs generally not recommend shrinking database files?
As mentioned above, the assumption is that the space will be needed again, and autogrow (increasing the size of the files on disk as needed) is a performance cost. If autogrow is disabled, then running out of space will cause fatal errors and possibly data loss. Shrinking database files also increases index fragmentation, which also hurts performance.
What if I want to shrink database files anyway?
Follow Microsofts guidance in either of the following articles:
Shrink a Database - SQL Server | Microsoft Learn
Shrink a File - SQL Server | Microsoft Learn
Note
This article summarizes SQL Server concepts, which are better explained in full by Microsoft, and best understood and acted upon by an experienced DBA. These concepts are not specific to TotalAgility and are presented here simply because Tungsten support is frequently asked about them.
Additionally, this article is about the situation where data is genuinely successfully deleted. To troubleshoot whether TotalAgility retention policies are working, open a support case with the Retention queries from either
Tech Support Queries Utility
or
Tech Support Queries Form.","After successfully deleting data, databases are not taking up less storage space"
"Succinct instructions to follow when beginning troubleshooting:
TotalAgility Reporting Troubleshooting Guide
Kofax Analytics for TotalAgility (KAFTA) issues:
KAFTA does not show new data
Issues resolved in KAFTA
Using
reporting data:
Resources for Writing Custom Analytic/Reporting Queries
This rest of this article provides in-depth information about how TotalAgility reporting processing works and information that may help when troubleshooting.
Basic Flow of Reporting Data in KTA
Writing raw reporting data to the reporting staging database
All components in KTA that process activities will write raw reporting data messages into the wsa_messages table in the reporting staging database. For an on-premise installation this would default to TotalAgility_Reporting_Staging.dbo.wsa_messages, while an on-premise multitenant installation would be TotalAgility_TenantName.reportingstaging
live
.wsa_messages or TotalAgility_TenantName.reportingstaging
dev
.wsa_messages depending on whether it is a live or dev environment.
Disabling collection of raw reporting is possible as of KTA 7.9. For more details:
Disabling TotalAgility Reporting
If raw unprocessed data remains in this table past a certain point, it will be deleted. For more details:
Retaining or deleting older raw unprocessed reporting data with WsaRetentionInterval
Processing reporting messages
In the System Tasks section of the KTA Designer, there is a Reporting task which has a default schedule of every minute. When the Kofax TotalAgility Reporting service (Kofax.CEBPM.Reporting.TAService.exe) takes the available reporting task, it starts an instance of the ETL process (Kofax.CEBPM.Reporting.AzureETL.exe) to run the ETL job that processes a batch of available messages out of the wsa_messages table. Within the course of the ETL job raw data is extracted from the encrypted messages out into the other tables of the staging database, and then transforms the data into the form that is copied in the main TotalAgility_Reporting database (the data warehouse).
Data available in data warehouse database until retention period ends
The data in the TotalAgility_Reporting database is then used externally, for example, by execution plans in the KAFTA project, or by custom reporting. How long the data stays in this database is determined by specific settings and circumstances detailed in the following articles.
TotalAgility 8.0 and later:
TotalAgility Reporting Data Retention
TotalAgility 7.11 and earlier:
KTA Reporting Field Retention Period
KTA Reporting Document Data Retention
Data persists in KAFTA
Under normal operation, KAFTA loads the latest data hourly, and this data will persist in the KAFTA_Data database even when it is removed from the reporting database by retention settings. However, do not ever do a Beginning of times to Current time data load or KAFTA will lose any previously accumulated data that is not still retained in the reporting database. When using those parameters, Insight will clear all data before running the execution plan.
For TAFTA 1.5:
Review this import
Article
related to manually re-running plans.
TAFTA 1.5 requires configuring Data Retention for its data management plans. Make sure to review the
Administrator's Guide
which discusses how to configure that. Enabling these plans are required for the Hourly and Minute plans now. As well, the default retention days may not be sufficient for your particular business needs and may require updating.
Troubleshooting Concepts
Avoid a gap in reporting data while troubleshooting a problem
Because the retention period for field data is short, it could be that by the time a problem is solved, some data is immediately subject to be deleted because it is older than the data retention period. This would then lead to a gap in reporting data for that period of time that was deleted. To avoid this, take preparations before resolving the problem:
Preserve data while troubleshooting a TotalAgility Reporting processing issue
Troubleshooting Queries
A helpful way to collect a lot of information at once is to get the results of the Reporting queries using either of the following. Note that reporting logs will still also be needed for most problems.
Tech Support Queries Utility
Tech Support Queries Form
Backlog in wsa_messages
A notable type of problem is one where the reporting service is not able to successfully process raw reporting data out of the wsa_messages table, thus either no data, or no data past a certain date, will be available in the main reporting database or in KAFTA. If there are a large number of messages and the number continues to rise, then there are likely errors being written to the logs. To check for and quantify this problem, see:
Backlog of data in the TotalAgility Reporting Staging database
.
For a general picture of how much data is in what state, it can be useful to see a table size report:
Provide a Table Size Report
In situations where a large backlog has accumulated, it might be more desirable to reset the staging database that contains raw unprocessed reporting data. This would mean that old data would be lost, but it would allow new data to start processing immediately. Or it might be desirable to recreate the main reporting database if wanting to get rid of all existing processed reporting data.
Reset Reporting Staging Database
Recreate Reporting Database
Reporting logs
To increase the logging level and collect the logs, see:
Increase Reporting Logging Level
For more in-depth details:
Reporting Logging Details
Processing rate
When investigating certain issues, it can be helpful to quantify the amount and date range of data that was processed in a specific time. To do this, see:
TotalAgility Reporting Service Processing Rate
.
Specific Types of Problems
Documents marked completed
Although document data is always sent to reporting, KAFTA only uses data from documents that have been marked completed. There are
several ways
to mark a document as completed.
Timeouts
One type of problem that can prevent the reporting service from processing is if timeouts occur in certain database operations. Many such problems can be addressed by increasing the timeout. For more details see:
Increasing Timeouts used by the KTA Reporting Service DatabaseCmdTimeoutSec
KTA 7.10+:
The transaction associated with the current connection has completed but has not been disposed. The transaction must be disposed before the connection can be used to execute SQL statements.
Data different than expected
When no errors are occurring, but data in the reporting database seems different than is expected, it is best to try isolate a specific controlled action that produces different data than is expected.
Examples where there is nuance to understanding what data to expect:
TotalAgility Reporting field data: How extraction and user changes are tracked
KAFTA Extraction Statistics Report and Fields or Table Cells Not Processed Through Extraction
Others
Kofax.CEBPM.Reporting.AzureETL.exe process is consuming a lot of memory
Version Specific Information
Reporting issues resolved in KTA 7.8 Fix Packs
Reporting issues resolved in KTA 7.9 Fix Packs
Reporting issues resolved in KTA 7.10 Fix Packs
Reporting issues resolved in KTA 7.11 Fix Packs
Reporting issues resolved in TotalAgility 8.0 Fix Packs
Reporting issues resolved in TotalAgility 8.1 Fix Packs
All subsequent versions:
Reporting issues resolved in TotalAgility Fix Packs",TotalAgility Reporting Troubleshooting In-Depth
"When a job suspends with this message, there should be a separate error in the Application event logs with the real error. Unfortunately, job notes will only contain the generic message. Because cloud customers cannot see logs, they cannot distinguish between different issues of this kind. Below are some of the currently known real errors and respective solutions.
Internally, cloud logs need to be searched with the following search string, and then analyze the inner exceptions:
message:""ErrorWhileImageProcessing"" NOT message:""TargetInvocationException""
#1 Image source does not support multipage images
If a Gen AI activity has the Source setting set to Image, it supports only a single image (GIF/JPEG/PNG). If a multipage TIFF or a PDF is provided, then the generic error message is thrown. This is expected behavior: consider changing Source to Text. For more details:
Generative AI activity to support multipage image PDF/TIFF/GIF/JPEG/PNG
Generative AI activity : Error occurred while processing the document. Either the document failed to retrieved from the repository or it is not supported.
#2 An invalid request URI was provided. The request URI must either be an absolute URI or BaseAddress must be set.
Fixed in 8.1.0.11, 2025.2.2, and 2026.1 (Bug 2211474)
Occurs when a Gen AI activity tries to perform OCR with Azure OCR. Workaround is to set OmniPage as a fallback profile or make sure that a previous activity has already run OCR.
#3 An item with the same key has already been added
Error while processing generate narrative text request: Kofax.CEBPM.CPUServer.Common.Exceptions.CpuServerException: An item with the same key has already been added.
Fixed in 8.1.0.11 (Bug 2210097) and 2025.2 (Bug 2177759)
#4 Parsing/escaping errors
Fixed in 8.1.0.11(indirectly via bug 2212964) and 2025.2 (Bug 2154215)
Specific error messages can vary such as Bad JSON or After parsing a value an unexpected character was encountered
#5 Failed to generate narrative text from document - [05003] The rectangle is invalid
Fixed in 2026.1.3 (Bug 2212214) and 2026.2 (Bug 2217635)
#6 NullReferenceException
Occurs when a key value pair has a value with no word objects. Fixed in 2026.2 (Bug 2229926)
Failed to generate narrative text from document 7ba4bea8-c027-4e67-9fcf-b3f0004be9a9: System.NullReferenceException: Object reference not set to an instance of an object.
at Kofax.CEBPM.DataLayer.Extensions.KvpExtensions.ToJson(XElement element, List`1& words)
at Kofax.CEBPM.DataLayer.Extensions.KvpExtensions.PairToJson(XElement element, List`1& words)
at Kofax.CEBPM.DataLayer.Extensions.KvpExtensions.GetKeyValuePairsJsonFromPredictionsXml(IDocument document)
at Kofax.CEBPM.CPUServer.Core.ResourceServer.ExecutionModel.ExecutionDocument.NarratorDocumentExecution.Execute(IServiceProcess serviceProcess)
#7 Activity time out due to noisy image
Fix 2026.2.1 and 2026.3 (Bug 2234572)
This fix improves line detection speed and reduces unwanted vertical lines in areas like photos and graphics, thus making it less likely a timeout will occur on noisy images.
Failed to generate narrative text from document a25b4f3b-5e0c-4d8e-a400-b405009c868f: Kofax.CEBPM.CPUServer.Common.Exceptions.CpuServerException: Activity timed out.
at Kofax.CEBPM.CPUServer.Core.ResourceServer.ProcessPools.ServiceProcess`1.RunTaskExecution[T](Func`1 serviceCall)
at Kofax.CEBPM.CPUServer.Core.ResourceServer.ExecutionModel.ExecutionDocument.NarratorDocumentExecution.Execute(IServiceProcess serviceProcess)
The activity timeout itself means that the MaxSyncProcessingDurationInSeconds timeout was breached before the narrative text could be generated and could potentially still happen in other unexpected situations.
#8 SetAzureAiContext binding error
This error was observed but resolved on it's own before further information could be gathered:
The message with Action 'TransformationDesignService/ITransformationDesignService/SetAzureAiContext' cannot be processed at the receiver, due to a ContractFilter mismatch at the EndpointDispatcher. This may be because of either a contract mismatch (mismatched Actions between sender and receiver) or a binding/security mismatch between the sender and the receiver. Check that sender and receiver have the same contract and the same binding (including security requirements, e.g. Message, Transport, None).
The generic message itself
Additionally, a bug has been submitted regarding the message itself, as it would avoid confusion about which issue occurred if the real error messages are displayed:
Bug 2220891:Generic message hides real errors from Gen AI activity: Error occurred while processing the document. Either the document failed to retrieved from the repository or it is not supported..","Causes of generic Gen AI error: ""Either the document failed to retrieved from the repository or it is not supported"""
"To see the schedule and exact URL changes for a given instance, see
Tungsten Automation Cloud Status Page
.
SSO/Federated Security
Federated security configurations will need to be updated to use the new URLs, which usually means making changes in the configuration of the provider side.
Integration Servers
Opening an old URL to a cloud designer or workspace will redirect to the new URL. However, integration servers are not able to follow the redirect and must be changed or they will stop functioning. With the original URLs in place:
Core Worker service will not start:
Core Worker service not starting after upgrading Integration Server to v8.1
The local Integration Designer will not open
The Export configuration utility will not open
Export connectors cannot be registered
To resolve these issues, follow the instructions here:
Integration server changes needed when a Cloud/OPMT URL changes
To better understand the concept of how Integration Server communicates, see:
How does an Integration Server connect to a Cloud/OPMT tenant or OP system?",TotalAgility 8.1 Cloud URL Change
"Issue:
How to resolve an issue where the Message Connector service is unable to start with a 1053 error message?
Windows could not start the Kofax Message Connector service on Local Computer.
Error 1053: The service did not respond to the start or control request in a timely manner.
Solution:
Perform a repair install of the Message Connector component.",How to resolve an issue where the Message Connector service is unable to start with a 1053 error message?
"This is dependent on the server version of the Azure/OMPT environment.
TA 7.10
For KTA v7.10 deployments, the Integration Server (IS) must be on the same fix pack version as the KTA server, therefore each on-premise Integration Server must be upgraded to the same fix pack version as the KTA 7.10 server.
TA 7.11
In this version of TA, if the fix pack required an updated version of a component used by the Integration Server or Transformation Designer, this would be communicated to the customer to upgrade their on-premise Integration Server.
This would be posted on the
Tungsten Automation Cloud Status Page
.
TA 8.0 and higher
In TA 8.0, the on-premise Integration Servers should not need to be upgraded to be the same version as the KTA Cloud server unless the fix pack includes a specific fix for the integration servers.
In that case, the customers would be notified as per the same procedure for TA v7.11 fix packs as outlined above.
Cloud Services will also add a notification to the main TotalAgility Designer Logon page which would notify the end customer of scheduled maintenance when accessing the TA Designer.
Level of Complexity
Easy",Is it supported for an Integration server to be at a different fix pack version than main Tenant server
